Frame,Object_ID,Class_ID,Class_Name,Confidence_Score,X_Center,Y_Center
583,313,2,car,0.72,1373.188,328.78223
583,328,2,car,0.61,1002.0532,280.57608
583,333,2,car,0.77,1115.8289,181.31946
583,230,2,car,0.41,599.3533,113.81499
583,359,2,car,0.61,1013.5263,214.23393
583,361,2,car,0.59,973.35095,172.49382
583,351,2,car,0.7,1180.6619,136.77127
583,343,5,bus,0.38,1375.5991,120.016464
583,232,2,car,0.37,995.21704,101.0977
583,376,2,car,0.38,1035.2618,134.9049
584,29,2,car,0.8,177.49815,167.12332
584,206,2,car,0.62,409.81573,133.68675
584,211,2,car,0.48,509.14203,115.58492
584,321,2,car,0.57,793.8442,943.6556
584,313,2,car,0.79,1378.7164,335.3853
584,328,2,car,0.57,999.8371,286.54614
584,333,2,car,0.69,1116.725,182.33234
584,230,2,car,0.42,600.0256,113.32065
584,359,2,car,0.59,1013.4111,215.44507
584,361,2,car,0.58,972.5908,172.83203
584,351,2,car,0.58,1181.4924,136.68494
584,343,5,bus,0.35,1372.732,119.467865
584,232,2,car,0.34,995.1505,100.9728
584,376,2,car,0.4,1034.9249,135.54285
585,29,2,car,0.79,177.72266,167.91757
585,206,2,car,0.6,410.3152,134.35571
585,211,2,car,0.51,509.1545,115.98607
585,321,2,car,0.61,785.4822,964.78577
585,313,2,car,0.75,1383.4045,341.45123
585,328,2,car,0.59,999.3529,288.6857
585,333,2,car,0.67,1117.3739,183.91205
585,230,2,car,0.41,600.2965,112.93344
585,359,2,car,0.63,1012.124,217.48639
585,361,2,car,0.49,970.42865,177.72296
585,351,2,car,0.56,1182.1555,138.2511
585,343,5,bus,0.45,1374.2937,119.68303
585,232,2,car,0.36,994.76733,101.414345
585,376,2,car,0.45,1035.6753,136.51466
586,29,2,car,0.79,177.69888,167.74326
586,206,2,car,0.6,410.59238,134.42754
586,211,2,car,0.5,509.1844,116.015854
586,321,2,car,0.4,777.71735,988.36865
586,313,2,car,0.81,1389.1545,348.01178
586,328,2,car,0.66,999.12726,291.21338
586,333,2,car,0.68,1118.7292,185.72696
586,230,2,car,0.43,600.28986,112.4884
586,359,2,car,0.65,1011.5998,217.41132
586,361,2,car,0.56,969.16895,177.89966
586,351,2,car,0.54,1183.5022,139.31544
586,343,5,bus,0.43,1368.5032,117.88466
586,232,2,car,0.4,994.8545,102.56128
586,376,2,car,0.46,1034.7109,137.35872
587,29,2,car,0.78,177.52783,167.70819
587,206,2,car,0.61,410.58484,134.57701
587,211,2,car,0.5,509.12018,116.03754
587,313,2,car,0.77,1393.0355,351.32654
587,328,2,car,0.7,997.63794,293.44495
587,333,2,car,0.66,1119.1221,187.71458
587,230,2,car,0.42,600.2217,112.42285
587,359,2,car,0.65,1011.0241,218.86124
587,361,2,car,0.47,967.97156,181.63098
587,351,2,car,0.71,1184.1997,141.83488
587,343,5,bus,0.4,1366.1987,117.479935
587,232,2,car,0.43,994.6536,102.88899
587,376,2,car,0.5,1035.5579,137.85486
588,29,2,car,0.78,178.12657,168.63188
588,206,2,car,0.61,410.62433,134.66495
588,211,2,car,0.54,509.07437,116.16208
588,313,2,car,0.77,1400.7051,359.1809
588,328,2,car,0.68,995.93896,296.93848
588,333,2,car,0.66,1119.6658,189.39764
588,230,2,car,0.48,600.73267,112.55945
588,359,2,car,0.6,1010.5813,220.1767
588,361,2,car,0.53,966.41046,182.13007
588,351,2,car,0.71,1184.7247,143.49173
588,343,5,bus,0.47,1367.065,117.0943
588,232,2,car,0.44,994.49084,103.01164
588,376,2,car,0.44,1035.8318,138.43393
589,29,2,car,0.78,178.29465,168.13107
589,206,2,car,0.64,411.3553,134.4453
589,211,2,car,0.53,509.21957,115.874916
589,313,2,car,0.72,1406.7026,366.69556
589,328,2,car,0.64,995.2424,300.1696
589,333,2,car,0.69,1119.5526,191.17714
589,230,2,car,0.5,601.53687,112.70279
589,359,2,car,0.58,1010.5458,222.63806
589,361,2,car,0.55,966.642,184.20471
589,351,2,car,0.73,1185.4517,143.6888
589,343,5,bus,0.44,1371.2747,119.04719
589,232,2,car,0.41,994.47156,103.30067
589,376,2,car,0.53,1034.9885,138.57054
590,29,2,car,0.79,178.3959,168.35117
590,206,2,car,0.66,411.849,134.35373
590,211,2,car,0.54,509.19452,115.79329
590,313,2,car,0.76,1413.5763,373.99286
590,328,2,car,0.65,994.0362,304.47577
590,333,2,car,0.71,1119.1372,193.06497
590,230,2,car,0.52,601.9032,112.96785
590,359,2,car,0.67,1009.6886,224.35504
590,361,2,car,0.61,965.50134,185.8125
590,351,2,car,0.7,1186.2883,144.70999
590,343,5,bus,0.3,1374.4542,121.64456
590,232,2,car,0.47,993.89514,103.07045
590,376,2,car,0.61,1034.2794,140.85068
591,29,2,car,0.79,178.18979,168.30933
591,206,2,car,0.65,411.82288,134.27487
591,211,2,car,0.54,509.0509,115.644424
591,313,2,car,0.85,1421.6172,380.5547
591,328,2,car,0.73,993.4595,307.87646
591,333,2,car,0.78,1119.4854,195.15805
591,230,2,car,0.51,601.92444,112.99114
591,359,2,car,0.65,1009.08966,224.59904
591,361,2,car,0.58,963.8318,185.57907
591,351,2,car,0.74,1187.6843,145.36383
591,343,5,bus,0.39,1372.4609,121.25812
591,232,2,car,0.43,993.7057,102.95055
591,376,2,car,0.53,1035.42,141.95787
592,29,2,car,0.81,177.47417,167.07373
592,206,2,car,0.58,410.98138,133.58441
592,211,2,car,0.47,509.0019,115.59358
592,313,2,car,0.75,1427.8228,388.4214
592,328,2,car,0.75,992.82544,311.07172
592,333,2,car,0.75,1119.6693,197.33582
592,230,2,car,0.38,600.7684,112.10821
592,359,2,car,0.59,1008.4286,226.20569
592,361,2,car,0.55,962.6598,186.36496
592,351,2,car,0.69,1188.4268,146.13791
592,343,5,bus,0.44,1376.7334,122.01288
592,232,2,car,0.43,994.09216,102.878944
592,376,2,car,0.59,1036.1243,142.53009
593,29,2,car,0.82,176.82565,166.35968
593,206,2,car,0.57,410.33316,133.48839
593,211,2,car,0.46,509.08008,115.83496
593,313,2,car,0.72,1436.0044,396.1518
593,328,2,car,0.79,991.70276,314.18713
593,333,2,car,0.85,1119.9111,199.55566
593,230,2,car,0.36,600.2638,112.0453
593,359,2,car,0.62,1007.37463,226.3836
593,361,2,car,0.5,960.83435,189.35117
593,351,2,car,0.59,1188.9722,147.55234
593,343,5,bus,0.44,1378.4015,122.83348
593,232,2,car,0.44,993.6847,102.90714
593,376,2,car,0.57,1035.2932,144.18494
594,29,2,car,0.8,177.19362,167.17688
594,206,2,car,0.59,410.0877,134.11205
594,211,2,car,0.48,509.0544,116.38459
594,313,2,car,0.71,1441.8855,403.15308
594,328,2,car,0.79,990.7157,318.32678
594,333,2,car,0.82,1120.3711,201.27576
594,230,2,car,0.41,600.1545,112.28222
594,359,2,car,0.59,1006.3979,229.48706
594,361,2,car,0.53,959.4503,190.85649
594,351,2,car,0.63,1191.1561,148.44197
594,343,5,bus,0.55,1378.0145,123.65287
594,232,2,car,0.43,993.8454,103.4716
594,376,2,car,0.57,1035.3622,144.84973
595,29,2,car,0.8,178.47292,167.30133
595,206,2,car,0.64,411.84357,133.92285
595,211,2,car,0.53,509.76096,116.419876
595,313,2,car,0.78,1449.8086,410.52112
595,328,2,car,0.79,990.922,321.25998
595,333,2,car,0.84,1120.6882,203.0048
595,230,2,car,0.5,601.9053,112.82959
595,359,2,car,0.64,1005.6089,232.7985
595,361,2,car,0.61,958.3983,193.32196
595,351,2,car,0.65,1192.5814,149.3537
595,343,5,bus,0.39,1382.0076,129.36557
595,232,2,car,0.45,993.97455,103.327774
595,376,2,car,0.52,1036.3689,147.28732
596,29,2,car,0.81,179.20883,169.18124
596,206,2,car,0.66,412.37564,134.41147
596,211,2,car,0.54,509.49814,116.19888
596,313,2,car,0.71,1457.5255,421.30133
596,328,2,car,0.77,990.3023,326.42584
596,333,2,car,0.79,1120.8745,205.41782
596,230,2,car,0.5,602.6455,113.02997
596,359,2,car,0.6,1004.7725,236.67447
596,361,2,car,0.73,957.1383,194.55222
596,351,2,car,0.6,1193.6941,150.13034
596,343,5,bus,0.41,1382.9841,129.59023
596,232,2,car,0.45,993.85,103.424225
596,376,2,car,0.43,1035.2131,147.12924
597,29,2,car,0.76,177.54236,168.29417
597,206,2,car,0.63,411.7827,134.4635
597,211,2,car,0.5,509.06653,116.39042
597,313,2,car,0.68,1466.5708,428.9927
597,328,2,car,0.58,988.9109,329.12195
597,333,2,car,0.82,1121.1014,207.6667
597,230,2,car,0.49,602.09735,112.90243
597,359,2,car,0.63,1004.16943,238.58719
597,361,2,car,0.72,955.21716,195.3162
597,351,2,car,0.64,1194.8828,150.96603
597,343,5,bus,0.51,1384.2849,127.08513
597,232,2,car,0.47,993.3911,103.20898
597,376,2,car,0.26,1033.9541,149.41182
598,29,2,car,0.82,177.6514,167.01196
598,206,2,car,0.57,411.19855,133.77429
598,211,2,car,0.46,509.39807,116.396866
598,313,2,car,0.74,1476.1221,438.65936
598,328,2,car,0.77,987.60364,333.05142
598,333,2,car,0.81,1122.0087,208.94403
598,230,2,car,0.4,601.0425,112.07573
598,359,2,car,0.69,1002.8462,239.77666
598,361,2,car,0.77,955.44507,196.1022
598,351,2,car,0.59,1195.9061,151.86075
598,343,5,bus,0.47,1384.3645,126.73386
598,232,2,car,0.41,993.588,103.24324
598,376,2,car,0.34,1033.7192,149.95813
598,383,6,train,0.34,1383.6659,122.39588
599,29,2,car,0.83,177.68628,166.71199
599,206,2,car,0.57,411.10333,133.71585
599,211,2,car,0.46,509.50153,116.65405
599,313,2,car,0.69,1483.7855,448.54712
599,328,2,car,0.71,986.1139,338.70575
599,333,2,car,0.81,1122.9899,210.53096
599,230,2,car,0.4,600.7093,112.14966
599,359,2,car,0.63,1001.911,241.80219
599,361,2,car,0.72,953.54724,197.07669
599,351,2,car,0.62,1196.4546,153.47232
599,343,5,bus,0.48,1383.4749,127.228424
599,232,2,car,0.4,993.5016,103.20963
599,376,2,car,0.36,1032.8751,152.23917
599,383,6,train,0.42,1383.4475,124.18492
600,29,2,car,0.76,177.73962,167.70459
600,206,2,car,0.62,411.5349,134.49709
600,211,2,car,0.48,509.47333,116.49963
600,313,2,car,0.72,1494.6771,458.17642
600,328,2,car,0.81,984.7036,343.85333
600,333,2,car,0.76,1123.7278,212.47499
600,230,2,car,0.46,601.2502,112.43816
600,359,2,car,0.62,1000.8139,243.66461
600,361,2,car,0.77,951.80884,198.25053
600,351,2,car,0.5,1197.5386,154.16528
600,343,5,bus,0.46,1384.9282,127.568954
600,232,2,car,0.41,993.443,102.890945
600,376,2,car,0.4,1031.801,153.23444
600,383,6,train,0.29,1385.8972,123.634026
601,29,2,car,0.83,177.31079,166.68787
601,206,2,car,0.56,410.75494,133.81842
601,211,2,car,0.46,509.35117,116.409836
601,313,2,car,0.71,1505.2759,467.70612
601,328,2,car,0.73,983.97253,349.50806
601,333,2,car,0.77,1124.9124,213.48886
601,230,2,car,0.39,600.5812,111.92587
601,359,2,car,0.63,999.6113,244.98247
601,361,2,car,0.72,951.7791,199.02344
601,351,2,car,0.63,1198.8418,155.46417
601,343,5,bus,0.52,1387.9412,128.01738
601,232,2,car,0.4,993.7554,102.607544
601,376,2,car,0.37,1031.1805,153.382
601,383,6,train,0.31,1389.6802,126.04633
602,29,2,car,0.83,176.66927,165.94417
602,206,2,car,0.56,410.0135,133.2603
602,211,2,car,0.46,509.22485,116.16124
602,313,2,car,0.66,1514.8804,479.13086
602,328,2,car,0.75,983.8639,352.98914
602,333,2,car,0.76,1125.1863,214.83636
602,230,2,car,0.37,599.94446,111.35056
602,359,2,car,0.76,998.901,247.78857
602,361,2,car,0.71,948.57794,199.74721
602,351,2,car,0.71,1199.1492,156.4505
602,343,5,bus,0.46,1389.4985,128.12515
602,232,2,car,0.41,994.5126,102.74002
602,376,2,car,0.56,1029.758,153.5029
602,383,6,train,0.31,1391.5288,124.36536
603,29,2,car,0.86,177.12987,166.00555
603,206,2,car,0.57,410.14478,133.32031
603,211,2,car,0.46,509.78418,116.18544
603,313,2,car,0.52,1526.7236,491.04062
603,328,2,car,0.77,983.246,359.06696
603,333,2,car,0.8,1125.9797,218.19305
603,230,2,car,0.36,600.1044,111.397385
603,359,2,car,0.71,998.058,249.6329
603,361,2,car,0.69,947.61084,201.02875
603,351,2,car,0.57,1201.1187,159.03299
603,343,5,bus,0.36,1389.948,129.27084
603,232,2,car,0.42,995.2641,103.173965
603,376,2,car,0.58,1030.5598,153.97949
604,29,2,car,0.85,177.4679,166.31332
604,206,2,car,0.58,410.2397,133.14186
604,211,2,car,0.47,509.97394,116.35159
604,313,2,car,0.77,1537.2908,503.3194
604,328,2,car,0.84,980.42377,363.35828
604,333,2,car,0.8,1126.4238,220.38553
604,230,2,car,0.38,600.17267,111.74861
604,359,2,car,0.76,997.41595,251.79044
604,361,2,car,0.67,944.22375,204.70192
604,351,2,car,0.71,1201.2228,158.80411
604,343,5,bus,0.4,1391.1987,130.73677
604,232,2,car,0.42,994.52527,103.434006
604,376,2,car,0.63,1030.2966,154.39548
605,29,2,car,0.85,177.48279,166.60721
605,206,2,car,0.61,410.4574,133.40063
605,211,2,car,0.47,509.91333,116.40043
605,313,2,car,0.72,1549.7883,516.8538
605,328,2,car,0.75,979.0946,368.58585
605,333,2,car,0.84,1126.7671,223.57715
605,230,2,car,0.41,600.3466,111.93384
605,359,2,car,0.59,994.87256,254.78983
605,361,2,car,0.67,942.6062,206.36734
605,351,2,car,0.75,1202.1919,159.8598
605,343,6,train,0.42,1394.59,129.04085
605,232,2,car,0.41,994.3767,103.09614
605,376,2,car,0.65,1029.667,155.22359
605,384,5,bus,0.41,1394.6703,128.22818
606,29,2,car,0.82,177.07262,166.37167
606,206,2,car,0.57,409.80865,133.12108
606,211,2,car,0.43,509.67645,115.83925
606,313,2,car,0.68,1563.7543,531.2098
606,328,2,car,0.71,978.117,372.40533
606,333,2,car,0.82,1127.3525,224.70012
606,230,2,car,0.31,600.4684,111.525696
606,359,2,car,0.61,994.19324,257.00513
606,361,2,car,0.66,941.22815,208.26721
606,351,2,car,0.79,1203.4113,161.13156
606,343,5,bus,0.45,1396.9612,131.31143
606,232,2,car,0.41,994.89233,103.23394
606,376,2,car,0.68,1029.4077,155.66574
606,384,6,train,0.34,1396.8499,131.91415
607,29,2,car,0.79,177.25212,166.5888
607,206,2,car,0.56,409.64368,132.98763
607,211,2,car,0.44,509.4827,115.73961
607,313,2,car,0.82,1577.2256,544.6587
607,328,2,car,0.8,976.8251,377.79883
607,333,2,car,0.84,1127.3843,227.03719
607,230,2,car,0.3,600.6312,111.602135
607,359,2,car,0.56,993.4707,260.10913
607,361,2,car,0.76,939.38904,210.74362
607,351,2,car,0.81,1203.6663,163.19058
607,232,2,car,0.45,994.5917,103.55515
607,376,2,car,0.69,1028.9045,156.72726
608,29,2,car,0.85,178.30666,166.83527
608,206,2,car,0.58,410.13583,133.39325
608,211,2,car,0.46,509.88098,116.23913
608,313,2,car,0.71,1592.4354,561.83923
608,328,2,car,0.81,975.2366,383.6846
608,333,2,car,0.81,1127.3113,228.90935
608,230,2,car,0.33,600.79266,111.805214
608,359,2,car,0.6,992.9583,263.02844
608,361,2,car,0.73,938.03094,212.53622
608,351,2,car,0.78,1204.704,166.11029
608,232,2,car,0.41,995.17993,103.843155
608,376,2,car,0.72,1027.8597,156.82697
608,343,6,train,0.29,1397.0846,137.2172
609,29,2,car,0.86,178.10611,166.87518
609,206,2,car,0.59,410.20325,133.37177
609,211,2,car,0.46,509.79523,116.46347
609,313,2,car,0.76,1608.7146,577.44244
609,328,2,car,0.8,973.4055,389.37677
609,333,2,car,0.75,1128.0088,232.28845
609,230,2,car,0.35,600.78125,111.71211
609,359,2,car,0.64,990.0953,266.84265
609,361,2,car,0.7,936.7205,214.55913
609,351,2,car,0.8,1205.088,168.23962
609,232,2,car,0.41,995.1382,103.792244
609,376,2,car,0.71,1027.249,157.71332
609,343,6,train,0.31,1396.9146,139.7593
610,29,2,car,0.83,177.09511,166.37633
610,206,2,car,0.56,409.66302,132.97449
610,211,2,car,0.41,509.60132,116.13162
610,313,2,car,0.75,1625.8474,594.4145
610,328,2,car,0.78,972.40955,396.13635
610,333,2,car,0.69,1129.408,235.65137
610,230,2,car,0.29,600.63904,111.53158
610,359,2,car,0.73,989.49915,269.19235
610,361,2,car,0.61,935.75446,216.06305
610,351,2,car,0.79,1206.6985,168.71246
610,232,2,car,0.4,995.1572,103.927
610,376,2,car,0.73,1027.3947,157.59982
610,343,5,bus,0.42,1397.6763,140.48297
611,29,2,car,0.82,177.00854,166.42844
611,206,2,car,0.6,409.57126,133.12494
611,211,2,car,0.42,509.5691,116.08943
611,313,2,car,0.8,1643.06,612.53845
611,328,2,car,0.83,969.83594,402.42987
611,333,2,car,0.75,1130.2853,238.77884
611,230,2,car,0.32,600.3016,111.5
611,359,2,car,0.81,988.1786,271.17178
611,361,2,car,0.56,934.10443,217.98285
611,351,2,car,0.78,1207.6204,169.02295
611,232,2,car,0.39,994.8308,103.67715
611,376,2,car,0.7,1025.6812,158.41296
611,343,6,train,0.31,1396.7532,140.72037
612,29,2,car,0.83,176.72427,166.37807
612,206,2,car,0.59,409.79208,133.35452
612,211,2,car,0.45,509.55606,116.25972
612,313,2,car,0.8,1661.7174,631.895
612,328,2,car,0.88,968.5786,408.21265
612,333,2,car,0.78,1130.0654,240.44914
612,230,2,car,0.34,600.2372,111.64864
612,359,2,car,0.75,986.3163,274.70142
612,361,2,car,0.6,932.16724,219.49576
612,351,2,car,0.83,1208.3889,169.51994
612,232,2,car,0.42,994.72424,103.87115
612,376,2,car,0.69,1025.6948,158.72406
613,29,2,car,0.81,177.06758,167.15694
613,206,2,car,0.59,410.38715,134.11752
613,211,2,car,0.49,509.06146,116.44632
613,313,2,car,0.81,1683.0413,652.619
613,328,2,car,0.82,967.09357,415.352
613,333,2,car,0.77,1130.3342,243.0167
613,230,2,car,0.44,600.74976,112.60686
613,359,2,car,0.68,985.0169,278.0329
613,361,2,car,0.65,931.1073,221.91986
613,351,2,car,0.71,1209.8098,171.78865
613,232,2,car,0.39,994.0039,103.02951
613,376,2,car,0.71,1024.2422,159.64432
613,343,6,train,0.48,1397.8561,137.75433
614,29,2,car,0.84,177.46445,165.96788
614,206,2,car,0.6,410.92102,133.9003
614,211,2,car,0.48,509.33575,116.22907
614,313,2,car,0.81,1704.4519,674.7042
614,328,2,car,0.76,965.5065,421.9532
614,333,2,car,0.76,1130.9131,245.10031
614,230,2,car,0.43,601.51355,112.12018
614,359,2,car,0.62,984.10974,281.77838
614,361,2,car,0.76,927.452,224.2549
614,351,2,car,0.66,1210.7095,171.61185
614,232,2,car,0.39,994.17773,102.34773
614,376,2,car,0.65,1023.6242,160.46744
614,343,6,train,0.47,1399.8552,136.10574
615,29,2,car,0.82,177.01749,166.39642
615,206,2,car,0.62,410.47754,134.21362
615,211,2,car,0.51,508.86548,116.241714
615,313,2,car,0.8,1726.7693,699.27075
615,328,2,car,0.83,963.2099,429.94315
615,333,2,car,0.76,1131.317,248.67139
615,230,2,car,0.46,601.1339,112.62193
615,359,2,car,0.64,981.88025,284.42706
615,361,2,car,0.71,925.63184,226.74487
615,351,2,car,0.69,1211.6636,174.2105
615,232,2,car,0.42,993.6387,102.60139
615,376,2,car,0.67,1022.7573,162.7417
615,343,6,train,0.42,1403.2384,133.77927
616,29,2,car,0.77,177.05429,168.53244
616,206,2,car,0.62,410.29315,134.60117
616,211,2,car,0.53,508.2816,116.535225
616,313,2,car,0.85,1753.7129,725.0842
616,328,2,car,0.83,962.23486,436.1889
616,333,2,car,0.82,1132.8104,252.00056
616,230,2,car,0.47,601.40607,112.595055
616,359,2,car,0.55,980.4917,286.45905
616,361,2,car,0.6,923.5031,228.63983
616,351,2,car,0.83,1214.1985,175.1994
616,232,2,car,0.4,993.8379,102.97046
616,376,2,car,0.67,1021.90063,164.63321
616,343,6,train,0.51,1404.3177,133.96346
617,29,2,car,0.77,177.24397,168.98486
617,206,2,car,0.6,410.41522,134.42691
617,211,2,car,0.51,508.32678,116.56819
617,313,2,car,0.85,1768.4248,750.36536
617,328,2,car,0.77,959.9247,442.73517
617,333,2,car,0.83,1133.5718,254.46652
617,230,2,car,0.47,601.5679,112.43154
617,359,2,car,0.61,979.0628,288.93768
617,361,2,car,0.68,921.78595,230.20203
617,351,2,car,0.77,1215.0889,176.57864
617,232,2,car,0.39,993.7841,103.01513
617,376,2,car,0.65,1021.8218,163.8953
617,343,6,train,0.35,1402.9719,135.62613
618,29,2,car,0.82,177.80084,169.86284
618,206,2,car,0.61,410.4734,134.91563
618,211,2,car,0.58,508.45538,117.74011
618,313,2,car,0.83,1778.0065,781.525
618,328,2,car,0.74,956.9125,449.10114
618,333,2,car,0.83,1135.1813,259.7368
618,230,2,car,0.49,601.41833,113.007965
618,359,2,car,0.69,976.3137,293.5061
618,361,2,car,0.59,919.1798,231.42342
618,351,2,car,0.84,1216.0405,178.59921
618,232,2,car,0.41,994.426,104.05553
618,376,2,car,0.64,1022.36755,166.26337
618,343,6,train,0.35,1408.5068,134.5903
619,29,2,car,0.82,177.84265,169.69943
619,206,2,car,0.6,410.42484,134.71272
619,211,2,car,0.57,509.06384,118.38191
619,313,2,car,0.9,1789.3778,817.562
619,328,2,car,0.7,954.7837,458.7882
619,333,2,car,0.89,1136.4243,262.99274
619,230,2,car,0.49,601.6255,113.41933
619,359,2,car,0.62,976.29126,297.57855
619,361,2,car,0.64,916.2351,234.561
619,351,2,car,0.77,1217.925,180.72614
619,232,2,car,0.44,995.09827,104.959465
619,376,2,car,0.65,1022.9138,167.36084
619,343,6,train,0.41,1412.125,134.51723
620,29,2,car,0.8,177.49315,170.00153
620,206,2,car,0.6,410.1471,134.88007
620,211,2,car,0.58,508.46387,118.240005
620,313,2,car,0.87,1802.0514,855.3398
620,328,2,car,0.74,951.9983,468.58215
620,333,2,car,0.91,1136.7329,266.0625
620,230,2,car,0.5,601.2971,113.43177
620,359,2,car,0.7,975.77747,299.48688
620,361,2,car,0.65,914.0744,237.00697
620,351,2,car,0.75,1218.709,180.60954
620,232,2,car,0.44,995.1228,104.30355
620,376,2,car,0.66,1023.6113,168.35844
620,343,6,train,0.36,1411.2129,134.86874
621,29,2,car,0.81,177.22275,170.16486
621,206,2,car,0.58,409.77997,135.95895
621,211,2,car,0.55,508.64642,118.94109
621,313,2,car,0.82,1814.6365,886.7187
621,328,2,car,0.65,948.83997,478.73248
621,333,2,car,0.84,1137.3352,269.6338
621,230,2,car,0.51,601.2829,114.27522
621,359,2,car,0.56,972.37274,303.6581
621,361,2,car,0.64,911.8247,240.24985
621,351,2,car,0.72,1219.4326,182.69174
621,232,2,car,0.43,995.1018,105.034645
621,376,2,car,0.63,1023.37915,168.25748
621,343,6,train,0.49,1413.8875,134.85028
622,29,2,car,0.81,176.80505,170.04785
622,206,2,car,0.55,409.57928,136.39359
622,211,2,car,0.55,508.66132,119.350395
622,313,2,car,0.78,1828.7194,907.8156
622,328,2,car,0.73,946.17426,487.86102
622,333,2,car,0.84,1138.0295,273.2369
622,230,2,car,0.53,600.79285,114.67174
622,359,2,car,0.66,969.5488,307.99353
622,361,2,car,0.66,910.38464,241.87007
622,351,2,car,0.72,1219.8777,183.48596
622,232,2,car,0.43,994.8623,104.98951
622,376,2,car,0.57,1023.72424,169.91165
622,343,6,train,0.36,1414.7854,137.36539
623,29,2,car,0.83,177.97452,169.91809
623,206,2,car,0.53,410.22498,136.53055
623,211,2,car,0.56,509.13208,119.81857
623,313,2,car,0.78,1844.0278,921.9242
623,328,2,car,0.72,943.5894,496.3003
623,333,2,car,0.85,1139.6562,276.9588
623,230,2,car,0.46,600.9496,114.43052
623,359,2,car,0.64,966.4028,311.27914
623,361,2,car,0.67,908.1542,244.78568
623,351,2,car,0.76,1222.3225,185.92935
623,232,2,car,0.43,994.42236,105.102516
623,376,2,car,0.66,1024.3938,170.82399
623,343,6,train,0.44,1415.5486,143.46544
624,29,2,car,0.83,177.98302,169.85925
624,206,2,car,0.54,409.8482,137.18805
624,211,2,car,0.52,508.7959,120.23883
624,313,2,car,0.75,1861.5996,944.21594
624,328,2,car,0.65,941.7379,506.1781
624,333,2,car,0.79,1140.8494,280.9523
624,230,2,car,0.47,599.91284,114.39394
624,359,2,car,0.75,967.03894,315.81183
624,361,2,car,0.72,905.7457,247.70116
624,351,2,car,0.74,1223.7496,186.93063
624,232,2,car,0.41,993.57837,105.518166
624,376,2,car,0.55,1023.4614,173.34116
624,343,6,train,0.3,1418.5999,148.06653
625,29,2,car,0.82,177.04025,169.60927
625,206,2,car,0.56,409.29242,137.6034
625,211,2,car,0.52,508.15088,120.3152
625,328,2,car,0.61,939.5292,517.9437
625,333,2,car,0.7,1142.5403,284.51642
625,230,2,car,0.5,599.73846,114.44184
625,359,2,car,0.71,965.7178,319.48972
625,361,2,car,0.72,903.2971,250.08908
625,351,2,car,0.71,1225.2806,188.15414
625,232,2,car,0.41,993.3003,105.97383
625,376,2,car,0.57,1023.19434,177.88503
626,29,2,car,0.79,177.68741,170.4837
626,206,2,car,0.54,409.9939,138.13873
626,211,2,car,0.51,508.10873,120.7858
626,328,2,car,0.63,936.37164,528.2721
626,333,2,car,0.72,1142.8025,287.591
626,230,2,car,0.53,600.03217,114.65779
626,359,2,car,0.67,965.42847,323.57397
626,361,2,car,0.73,900.1681,252.5183
626,351,2,car,0.66,1227.9756,190.02753
626,232,2,car,0.43,993.2351,105.92888
626,376,2,car,0.49,1021.86084,176.78284
626,343,6,train,0.37,1421.811,147.79439
627,29,2,car,0.71,177.35728,172.54321
627,206,2,car,0.59,411.56064,139.50888
627,211,2,car,0.59,508.91016,121.71864
627,328,2,car,0.7,933.8678,540.1695
627,333,2,car,0.7,1143.2622,292.19498
627,230,2,car,0.47,600.9545,115.49977
627,359,2,car,0.56,961.19684,327.76312
627,361,2,car,0.74,896.7741,255.25757
627,351,2,car,0.8,1229.1372,192.27553
627,232,2,car,0.3,993.5062,106.4725
627,376,2,car,0.52,1021.9761,181.59006
627,343,6,train,0.44,1421.5906,148.22531
628,29,2,car,0.73,178.39182,172.48038
628,206,2,car,0.59,412.0381,139.25873
628,211,2,car,0.6,509.0816,121.51077
628,328,2,car,0.73,932.18964,549.5326
628,333,2,car,0.74,1144.0433,296.72223
628,230,2,car,0.48,601.1475,115.33667
628,359,2,car,0.66,957.2041,331.87988
628,361,2,car,0.72,893.6934,256.91913
628,351,2,car,0.77,1230.175,194.17479
628,232,2,car,0.31,993.6874,106.16964
628,376,2,car,0.51,1022.0361,183.83768
628,343,6,train,0.47,1423.1971,148.19771
629,29,2,car,0.71,176.95023,173.14389
629,206,2,car,0.59,411.3296,139.21893
629,211,2,car,0.61,508.365,121.22263
629,328,2,car,0.75,928.9436,562.1831
629,333,2,car,0.76,1145.9043,300.41675
629,230,2,car,0.51,601.35254,115.10416
629,359,2,car,0.65,958.12,335.96375
629,361,2,car,0.71,890.5328,259.22684
629,351,2,car,0.7,1232.1958,194.89977
629,232,2,car,0.41,993.2323,105.33
629,376,2,car,0.56,1020.62054,183.99377
629,343,6,train,0.51,1427.9574,145.68718
630,29,2,car,0.74,178.31421,173.31976
630,206,2,car,0.6,411.6532,138.77621
630,211,2,car,0.59,508.74713,121.10213
630,328,2,car,0.68,927.0412,574.786
630,333,2,car,0.72,1147.9307,302.7839
630,230,2,car,0.53,601.5995,114.605804
630,359,2,car,0.59,957.4663,339.64465
630,361,2,car,0.64,888.10944,260.71057
630,351,2,car,0.67,1233.9453,196.34146
630,232,2,car,0.42,993.4375,105.364456
630,376,2,car,0.52,1019.0171,183.75009
630,343,6,train,0.48,1432.0483,146.96829
630,398,2,car,0.32,1035.8328,120.11588
